season,round,track,driver,team,grid_position,final_position,status,points_race,driver_points_before,team_points_before,finish_in_points
2024,24,Abu Dhabi Grand Prix,LEC,Ferrari,19.0,3.0,Finished,15.0,312.0,580.0,1.0
2024,24,Abu Dhabi Grand Prix,HAM,Mercedes,16.0,4.0,Finished,12.0,195.0,411.0,1.0
2024,24,Abu Dhabi Grand Prix,RUS,Mercedes,6.0,5.0,Finished,10.0,216.0,423.0,1.0
2024,24,Abu Dhabi Grand Prix,VER,Red Bull Racing,4.0,6.0,Finished,8.0,391.0,529.0,1.0
2024,24,Abu Dhabi Grand Prix,GAS,Alpine,5.0,7.0,Finished,6.0,34.0,57.0,1.0
2024,24,Abu Dhabi Grand Prix,HUL,Haas F1 Team,7.0,8.0,Finished,4.0,32.0,47.0,1.0
2024,24,Abu Dhabi Grand Prix,ALO,Aston Martin,8.0,9.0,Finished,2.0,68.0,92.0,1.0
2024,24,Abu Dhabi Grand Prix,PIA,McLaren,2.0,10.0,Finished,1.0,264.0,608.0,1.0
2024,24,Abu Dhabi Grand Prix,ALB,Williams,18.0,11.0,Lapped,0.0,12.0,17.0,0.0
2024,24,Abu Dhabi Grand Prix,TSU,RB,11.0,12.0,Lapped,0.0,29.0,40.0,0.0
2024,24,Abu Dhabi Grand Prix,ZHO,Kick Sauber,15.0,13.0,Lapped,0.0,4.0,4.0,0.0
2024,24,Abu Dhabi Grand Prix,STR,Aston Martin,13.0,14.0,Lapped,0.0,24.0,94.0,0.0
2024,24,Abu Dhabi Grand Prix,DOO,Alpine,17.0,15.0,Lapped,0.0,0.0,63.0,0.0
2024,24,Abu Dhabi Grand Prix,MAG,Haas F1 Team,14.0,16.0,Lapped,0.0,14.0,51.0,0.0
2024,24,Abu Dhabi Grand Prix,LAW,RB,12.0,17.0,Retired,0.0,4.0,40.0,0.0
2024,24,Abu Dhabi Grand Prix,BOT,Kick Sauber,9.0,18.0,Retired,0.0,0.0,4.0,0.0
2024,24,Abu Dhabi Grand Prix,COL,Williams,20.0,19.0,Retired,0.0,5.0,17.0,0.0
2024,24,Abu Dhabi Grand Prix,PER,Red Bull Racing,10.0,20.0,Retired,0.0,138.0,537.0,0.0
